"고정형CCTV지번주소","위도","경도","자치구","단속지점명","현장구분"
"답십리 5동 494-2","37.5663143","127.0537926","교통정보과","우리은행앞","불법주정차구역"
"용답동 99-2","37.56702185012954","127.05213571194827","교통정보과","올포유빌딩 앞","불법주정차구역"
"홍제동 253-8","37.5886863","126.9445233","교통정보과","홍제역2번출구 황치훈치과","불법주정차구역"
"홍제동 172-8","37.5880414","126.9448078","교통정보과","홍제역3번출구","불법주정차구역"
"영천동 293","37.5709923","126.9613011","교통정보과","영천동 명금사","불법주정차구역"
"잠원동 69-4","37.506393664042","127.00511774176114","교통정보과","반포쇼핑타운4동","불법주정차구역"
"청량리동 235-4","37.5815292","127.0467229","교통정보과","미주상가 A동","불법주정차구역"
"상계동 1132-9번지","37.67717518242759","127.05517133845193","교통정보과","수락산역 앞","불법주정차구역"
"영등포동2가 182-2","37.5188997","126.9105459","교통정보과","미래타일도기앞","불법주정차구역"
"영등포동2가 333","37.5193797","126.9082935","교통정보과","퍼니죤(NE게임월드앞)","불법주정차구역"
"염리동 156-1","37.5462644","126.945274","교통정보과","LG전자서비스(마포센터앞)","불법주정차구역"
"개봉본동 156-6","37.49749590136843","126.85556962580233","교통정보과","경인중학교(개봉사거리)버스정류장 앞","불법주정차구역"
"갈현2동 456-36","37.6182784","126.9198334","교통정보과","한겨레약국","불법주정차구역"
"문래동 3가 3-1","37.5148084","126.9015686","교통정보과","경보파이프 앞","불법주정차구역"
"역촌1동 22-14","37.6049337","126.9157305","교통정보과","제일모직아울렛 부근","불법주정차구역"
"청진동 251번지","37.571223421691755","126.97925943831895","교통정보과","르미에르","불법주정차구역"
"무교동 33-3번지","37.56761269335115","126.97932269497797","교통정보과","한국복지재단빌딩(기업은행앞)","불법주정차구역"
"영등포동4가 425-31번지","37.516134014752936","126.90536604149902","교통정보과","영풍의료기(경인로94-1)","불법주정차구역"
"영등포동 423-102번지","37.516069321562895","126.90615509212688","교통정보과","영등포우체국맞은편(경인로87)","불법주정차구역"
"다동 10번지앞","37.568717","126.9811646","교통정보과","한국관광공사(외곽)","불법주정차구역"
"삼각동 50-1번지앞","37.568419","126.98424","교통정보과","대한종합광고(외곽)","불법주정차구역"
"수표동 11-1번지앞","37.56803310158742","126.99070973392388","교통정보과","서울산업(외곽)","불법주정차구역"
"입정동 5-8번지앞","37.5682703","126.9939046","교통정보과","청계공사앞(외곽)","불법주정차구역"
"산림동 193-1번지앞","37.568414058719895","126.99567885819044","교통정보과","세운상가","불법주정차구역"
"주교동 135-3번지앞","37.568646122255345","126.99772481414926","교통정보과","배오개교(외곽)","불법주정차구역"
"주교동 30-6번지앞","37.56914844866311","127.00036222107549","교통정보과","새벽다리(외곽)","불법주정차구역"
"방산동 19-223번지앞","37.569407","127.0037034","교통정보과","한양산업(외곽)","불법주정차구역"
"을지로6가 17-50번지앞","37.569432115651175","127.00589460438519","교통정보과","대한모자","불법주정차구역"
"을지로6가 17-48번지앞","37.56949280702855","127.00802832751006","교통정보과","미래모자","불법주정차구역"
"신당동 217-1번지앞","37.5695425","127.0111106","교통정보과","송월타월","불법주정차구역"
"신당동 217-92번지앞","37.5695626","127.0140297","교통정보과","한미타월","불법주정차구역"
"황학동 163-4번지앞","37.5704048","127.0182934","교통정보과","영도교앞(외곽)","불법주정차구역"
"신설동 109-8번지앞","37.5716234","127.0249408","교통정보과","SK능주주유소 부근","불법주정차구역"
"숭인동 234-84번지앞","37.571356","127.0190121","교통정보과","영도교(도심)","불법주정차구역"
"창신동 400-4","37.570532","127.0174376","교통정보과","삼일아파트4동(도심)","불법주정차구역"
"창신동 436-65번지앞","37.5700239078628","127.01339101708595","교통정보과","동대문신발상가(도심)","불법주정차구역"
"창신동 436-90번지앞","37.5700083149262","127.01175251107233","교통정보과","동대문 도매상가 B동 앞","불법주정차구역"
"종로6가 289-44번지앞","37.569925302822796","127.0077595351862","교통정보과","송월타월(도심)","불법주정차구역"
"종로5가 468-2번지앞","37.56986686349468","127.00553241409282","교통정보과","청계천로249-1","불법주정차구역"
"종로5가 503-15번지앞","37.5698534092249","127.00403540720141","교통정보과","나래교(도심)","불법주정차구역"
"종로5가 332-16번지앞","37.569848947603965","127.00245916455071","교통정보과","마전교(도심)","불법주정차구역"
"예지동 269-26번지 앞","37.5694570397455","126.9996773955237","교통정보과","국민은행청계지점앞(도심)","불법주정차구역"
"예지동 209-1번지앞","37.56917321414119","126.99828510902806","교통정보과","하나은행(도심)","불법주정차구역"
"장사동 153-4번지앞","37.56881952611141","126.99624480270803","교통정보과","미성조명","불법주정차구역"
"장사동 207-7번지앞","37.56867077454491","126.99410828544707","교통정보과","제일은행(도심)","불법주정차구역"
"장사동 250-11번지앞","37.5685617","126.9925064","교통정보과","관수교(도심)","불법주정차구역"
"관수동 125-1번지앞","37.5684444","126.990803","교통정보과","한일상역(도심)","불법주정차구역"
"관수동 164-4번지앞","37.5683181","126.9889071","교통정보과","한국소방(도심)","불법주정차구역"
"관철동 11-14번지앞","37.568537178857845","126.98586783387971","교통정보과","광교계원빌딩(도심)","불법주정차구역"
"관철동 43-8번지앞","37.568825305009355","126.98434249573576","교통정보과","광교대신빌딩(도심)","불법주정차구역"
"서린동 126번지앞","37.56929760140774","126.97958823583582","교통정보과","모전교(도심)","불법주정차구역"
"천호3동 451-20","37.5370947","127.1292269","교통정보과","트레스빌 GS-25","불법주정차구역"
"강동구 천호3동 452-1","37.5374873","127.1279346","교통정보과","강동미즈병원앞","불법주정차구역"
"미아4동 71-5","37.6130164","127.0302749","교통정보과","미아삼거리역2번출구 SBS노래방","불법주정차구역"
"수유3동 174-5","37.640478749173994","127.0280649603569","교통정보과","수유3동 농협 쌍문지점앞","불법주정차구역"
"수유1동 95-5","37.633801251794395","127.02321071548203","교통정보과","국민은행 수유동 지점 부근","불법주정차구역"
"염창동 249-10","37.55090168778425","126.87221243227307","교통정보과","염창동 유상용한의원 부근","불법주정차구역"
"염창동 284-66","37.5490002","126.8771709","교통정보과","동서식품앞","불법주정차구역"
"등촌1동 674번지","37.559539548878845","126.838724858071","교통정보과","세민홈프라자빌딩앞","불법주정차구역"
"봉천4동 863-2","37.4797357","126.9522719","교통정보과","피자헛","불법주정차구역"
"신림동 1643-6","37.48391","126.9026408","교통정보과","신림동 조원빌딩 부근","불법주정차구역"
"군자동 473-21","37.557502050748965","127.07804931438878","교통정보과","군자역 8번 부근앞","불법주정차구역"
"능동 220-4","37.55660852504587","127.08034300732984","교통정보과","군자역 5번가구할인매장앞","불법주정차구역"
"중곡1동 649-3","37.5576981","127.0785206","교통정보과","군자역 1번명품갤러리앞","불법주정차구역"
"중곡2동 157-4","37.55681538722514","127.08088081257095","교통정보과","군자역 4번심서방앞","불법주정차구역"
"독산동 159-18","37.4725458","126.8985695","교통정보과","남문프라자 약국앞","불법주정차구역"
"시흥동 993","37.4534084","126.9007579","교통정보과","SK주유소 앞","불법주정차구역"
"방학동 670-7","37.66226983409726","127.03357559242892","교통정보과","국민은행방학동지점","불법주정차구역"
"창동 9-3","37.6524899","127.0509365","교통정보과","국민은행창동지점","불법주정차구역"
"제기1동 1036","37.580026163995235","127.03857083431992","교통정보과","경동시장 1번 서울상회 앞","불법주정차구역"
"제기1동 900","37.58220652197004","127.03871347646486","교통정보과","경동시장약국앞","불법주정차구역"
"공덕동 236-36","37.5488724","126.9546509","교통정보과","서부지방법원 현대종합광고앞","불법주정차구역"
"도화동 559번지","37.54139527599416","126.94798680317793","교통정보과","마포 트라펠리스","불법주정차구역"
"도화동292-20","37.5394364","126.9461645","교통정보과","도원빌딩제일은행앞","불법주정차구역"
"도화동 563번지","37.54116352510228","126.94857252449277","교통정보과","아크로타워 앞","불법주정차구역"
"공덕동 382-4","37.5465404","126.9526608","교통정보과","하프앤드 앞","불법주정차구역"
"홍제동 176-4","37.587461","126.9459652","교통정보과","홍제역2번출구 SC제일은행","불법주정차구역"
"길음동33-3","37.61157232407637","127.03015503657822","교통정보과","구 신세계백화점 옆","불법주정차구역"
"하월곡동88-855","37.60674572227055","127.02834390273105","교통정보과","경륜길음운영본부","불법주정차구역"
"목4동 788-16","37.53366970288683","126.86381288274212","교통정보과","남부시장앞(북소리노래방) 부근","불법주정차구역"
"목5동 907 -23","37.535631358204775","126.88018681289306","교통정보과","현대파크빌 부근","불법주정차구역"
"신월6동 575-30","37.5185765","126.8428045","교통정보과","신곡시장앞(백십자약국) 부근","불법주정차구역"
"신정4동 995-1","37.52506139185539","126.86446770221715","교통정보과","진명여고 건너편","불법주정차구역"
"신정4동 898-7","37.5286672","126.8639025","교통정보과","홍익병원앞 부근","불법주정차구역"
"문래동1가 54","37.512341404880935","126.89541165363387","교통정보과","진성열처리앞","불법주정차구역"
"갈현1동 395-7","37.6201743","126.9200963","교통정보과","연신내 태평양약국","불법주정차구역"
"대조동 185-8","37.61798566460234","126.92193281230827","교통정보과","푸르덴셜투자증권 연신내지점","불법주정차구역"
"불광동486-33","37.62000981167962","126.92069887236613","교통정보과","농협 연신내지점","불법주정차구역"
"종로5가 398-16","37.5701985","127.0018104","교통정보과","광장시장 동문앞","불법주정차구역"
