번호,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
230,e플란트치과의원,치과의원,061-281-8275,58566,"전라남도 무안군 삼향읍 남악2로74번길 39 301, 302호 (광일프라자)",
231,e플란트치과의원,치과의원,043-844-2228,27398,충청북도 충주시 형설로 98 (용산동),
232,e플러스치과의원,치과의원,033-643-8275,25541,"강원도 강릉시 경강로 2120 5층 (옥천동, 씨네몰)",http://www.eplusdent.co.kr/
233,e하임치과의원,치과의원,02-3486-2875,07010,서울특별시 동작구 사당로 234 4층 (사당동),
234,e해박난치과의원,치과의원,02-823-2080,06922,서울특별시 동작구 노량진로 152-1 3층 (노량진동),
235,e호산나치과의원,치과의원,031-381-9128,14072,"경기도 안양시 동안구 평촌대로217번길 27 402호 (호계동, 백두프라자)",
236,e화이트치과의원,치과의원,031-896-7475,16898,"경기도 용인시 기흥구 보정로 109 405호 (보정동, 현대프라자)",
237,e화이트치과의원,치과의원,051-702-7522,48078,"부산광역시 해운대구 좌동순환로 182 302호 (좌동, 명주빌딩)",
238,the화이트e치과의원,치과의원,051-204-8375,49325,"부산광역시 사하구 낙동대로 466 4층 (하단동, 하단오피스)",
239,가경치과의원,치과의원,031-241-9402,16314,경기도 수원시 장안구 수성로261번길 6 (정자동),
240,가고싶은치과의원,치과의원,02-878-2842,08758,"서울특별시 관악구 관악로 183 2,3층 (봉천동)",
241,가까운치과의원,치과의원,031-247-2875,16272,경기도 수원시 장안구 팔달로 197 (영화동),http://nearden.com
242,가나가와치과의원,치과의원,02-578-2759,06267,"서울특별시 강남구 강남대로 246 6층 (도곡동, 다림빌딩)",http://www.kdcpark.com
243,가나수치과의원,치과의원,031-295-2221,16634,경기도 수원시 권선구 삼천병마로 1599 (오목천동),http://
244,가나치과의원,치과의원,055-521-2208,00000,경상남도 창녕군 영산면 영산계성로 59 (),
245,가나치과의원,치과의원,02-379-0102,03647,서울특별시 서대문구 연희로 407 (홍은동),http://www.ganadental.com
246,가나치과의원,치과의원,031-396-2822,15865,"경기도 군포시 산본로323번길 16-25 404호 (산본동, 삼일빌딩)",
247,가나치과의원,치과의원,031-658-2879,17552,경기도 안성시 공도읍 서동대로 4079 3층 (주은풍림(아)상가),
248,가나치과의원,치과의원,043-263-2875,28594,충청북도 청주시 흥덕구 사직대로 10 2층 (복대동),
249,가나팀치과의원,치과의원,031-8003-2080,18431,"경기도 화성시 동탄지성로 133 403호 (능동, 덕촌프라자)",
250,가능치과의원,치과의원,031-874-2622,11681,경기도 의정부시 신촌로 4 (가능동),
251,가든성심치과의원,치과의원,02-430-7937,05838,서울특별시 송파구 충민로 66 가든파이브라이프 제지1층 제에프-비1069호 (문정동),
252,가든치과의원,치과의원,031-394-2011,15810,경기도 군포시 산본천로 176 (산본동),
253,가든치과의원,치과의원,712-6368,04168,"서울특별시 마포구 마포대로 52 204호 (도화동, 고려아카데미텔)",
254,가든파이브서울치과의원,치과의원,02-2047-1144,05839,서울특별시 송파구 충민로 52 지하1층 1081호 (문정동),
255,가디언즈치과의원,치과의원,02-771-1400,04537,"서울특별시 중구 명동8가길 27 4층 (충무로2가, 선샤인빌딩)",http://g100.co.kr/
256,가락미소치과의원,치과의원,02-414-2875,05675,"서울특별시 송파구 가락로 176 2층 (송파동, 경진빌딩)",
257,가락삼성치과의원,치과의원,02-431-2804,05699,"서울특별시 송파구 양재대로 932 가락시장 업무동 5층 17호 (가락동, 가락동 농수산물도매시장)",http://www.gsden.co.kr
258,가락연세치과의원,치과의원,403-9102,05711,서울특별시 송파구 송파대로 278 2층 (가락동),http://www.ysdent.co.kr/
259,가락플란트치과의원,치과의원,02-406-5275,05711,서울특별시 송파구 중대로9길 35 리치빌딩 3층 (가락동),
260,가람수치과의원,치과의원,031-979-2875,10495,"경기도 고양시 덕양구 중앙로558번길 16-6 (행신동, 신일빌딩)",
261,가람치과의원,치과의원,054-457-9399,39220,경상북도 구미시 구미중앙로 87-1 (원평동),
262,가람치과의원,치과의원,02-453-0275,05041,서울특별시 광진구 구의로 23 3층 (구의동),
263,가람치과의원,치과의원,032-817-7927,21927,"인천광역시 연수구 용담로 115 201동 202호 (연수동, 파크타운)",
264,가로수치과의원,치과의원,02-882-2750,08776,"서울특별시 관악구 신원로 38 5층 (신림동, 청암빌딩)",
265,가림치과의원,치과의원,055-757-2835,52820,경상남도 진주시 진주대로 594 3층 (가좌동),
266,가브리엘치과의원,치과의원,02-400-2875,05657,"서울특별시 송파구 마천로 61 3층 (오금동, 덕산빌딩)",
267,가산베스트치과의원,치과의원,02-2627-3377,08501,서울특별시 금천구 가산디지털1로 219 벽산디지털밸리6차 2층 214호 (가산동),
268,가야동의한의원,한의원,051-894-1235,47330,부산광역시 부산진구 대학로 14 (가야동),
269,가야치과병원,치과병원,02-599-2472,06572,서울특별시 서초구 방배로 177 4~6층 (방배동),http://www.kayadent.co.kr
270,가야치과의원,치과의원,055-583-5901,52041,경상남도 함안군 가야읍 가야로 45 2층,
271,가야치과의원,치과의원,402-9222,05658,"서울특별시 송파구 오금로35길 17 207-1호 (오금동, 현대아파트상가)",
272,가야치과의원,치과의원,031-564-0268,11941,경기도 구리시 이문안로 77 (수택동),
273,가야프라임치과의원,치과의원,051-898-2822,47335,부산광역시 부산진구 대학로 13 2층 (가야동),
274,가양치과의원,치과의원,042-623-2275,34595,대전광역시 동구 우암로 250 6층 (가양동),
275,가양치과의원,치과의원,02-2659-2288,07527,"서울특별시 강서구 양천로57길 37 (가양동, 가양4단지상가)",
276,가양탑치과의원,치과의원,042-361-2875,34508,대전광역시 동구 동대전로 272 타임빌딩 5층 (가양동),
277,가연치과의원,치과의원,031-384-7522,13941,"경기도 안양시 동안구 관악대로 251 202호 (비산동, 수성빌딩)",
278,가온치과병원,치과병원,041-552-0005,31109,충청남도 천안시 서북구 동서대로 129  (성정동),
279,가온치과의원,치과의원,055-748-7582,52663,경상남도 진주시 진주대로 1184 2층 (봉곡동),
280,가온치과의원,치과의원,031-718-2727,13618,"경기도 성남시 분당구 돌마로 87 303호 (금곡동, 골드프라자)",
281,가온치과의원,치과의원,031-942-7528,10894,"경기도 파주시 와석순환로 431 (와동동, 신운정프라자 304,305호)",
282,가온치과의원,치과의원,032-544-2879,21060,인천광역시 계양구 오조산공원로 14 홈플러스계산점 4층 일부호 (계산동),
283,가온해치과의원,치과의원,053-636-2275,42753,대구광역시 달서구 조암로 40 3층 (월성동),
284,가우디치과의원,치과의원,02-1566-7426,06181,서울특별시 강남구 테헤란로 520 삼안빌딩 4층 (대치동),
285,가우정치과의원,치과의원,052-295-9440,44227,"울산광역시 북구 호계로 292 4층 (호계동, 가우정치과의원)",
286,가우정치과의원,치과의원,054-476-7528,39185,"경상북도 구미시 옥계북로 34 302호 (옥계동, 원광빌딩)",
287,가원치과의원,치과의원,051-524-2080,48037,"부산광역시 해운대구 선수촌로 98 2층 (반여동, 경산빌딩)",
288,가이드본치과의원,치과의원,031-426-7522,13951,"경기도 안양시 동안구 흥안대로 523 2층,3층 (관양동)",http://www.boston1dc.co.kr/
289,가이드치과병원,치과병원,054-471-2885,39449,"경상북도 구미시 인동36길 17 3층 (구평동,보람빌딩)",
290,가이드치과의원,치과의원,052-913-2275,44705,울산광역시 남구 삼산로267번길 6-15 3층 (삼산동),
291,가이드치과의원,치과의원,02-3464-4987,06797,"서울특별시 서초구 헌릉로 12 지하1층 (양재동, 현대기아자동차빌딩)",
292,가이드치과의원,치과의원,02-836-2875,07436,서울특별시 영등포구 신길로 34 2층 (신길동),http://
293,가이드치과의원,치과의원,031-952-2875,10824,"경기도 파주시 문산읍 문향로 72-1 4층 405,406호",http://www.guide-implant.co.kr
294,가이치과의원,치과의원,02-2676-2877,08208,"서울특별시 구로구 경인로 661 (신도림동, 신도림1차푸르지오 101동 1302호)",http://www.egai.org
295,가인월드타워치과의원,치과의원,02-3213-4711,05551,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 11층 (신천동),
296,가인치과교정과치과의원,치과의원,02-2143-1385,05554,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드)",http://www.gaindental.com/
297,가인치과의원,치과의원,053-964-2875,41119,대구광역시 동구 율하동로23길 2 (신기동),
298,가인치과의원,치과의원,420-2811,05554,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드)",
299,가인치과의원,치과의원,02-358-2838,03375,서울특별시 은평구 진흥로 150 3층 (녹번동),
300,가인치과의원,치과의원,031-258-0575,16313,경기도 수원시 장안구 장안로 76 (정자동),
301,가인치과의원,치과의원,033-647-8222,25532,강원도 강릉시 경강로 2091 (임당동),
302,가인치과의원,치과의원,063-831-2835,54553,전라북도 익산시 궁동로 124 (부송동),
303,가재울치과의원,치과의원,02-373-0533,03692,서울특별시 서대문구 증가로 133 (남가좌동),
304,가정21세기치과의원,치과의원,032-773-2879,22731,"인천광역시 서구 염곡로498번안길 16-1 퍼스트프라자 301,302호 (가정동)",
305,가족사랑치과의원,치과의원,041-641-7528,32295,충청남도 홍성군 광천읍 광천로329번길 3 (),
306,가족애치과의원,치과의원,031-264-2124,16851,"경기도 용인시 수지구 성복2로 126 205,206호 (성복동, 엘지빌리지3차상가동)",
307,가족치과의원,치과의원,042-841-2804,32826,충청남도 계룡시 장안로 43 3층 (금암동),
308,가좌엘리트치과의원,치과의원,031-925-1117,10211,경기도 고양시 일산서구 가좌1로 8 3층302호(벽산블루밍5단지상가) (가좌동),
309,가좌연합치과의원,치과의원,921-7200,10209,경기도 고양시 일산서구 가좌1로 53 202호 (가좌동),
310,가좌요요치과의원,치과의원,918-2875,10214,"경기도 고양시 일산서구 송산로 394 4층 (가좌동, 비전빌딩 )",
311,가주치과의원,치과의원,054-975-2875,39895,경상북도 칠곡군 왜관읍 중앙로 159 (왜관읍),
312,가주치과의원,치과의원,053-782-0674,42209,"대구광역시 수성구 지범로 188 303호 (범물동, 청구리빙월드)",
313,가지런-e치과교정과치과의원,치과의원,041-577-2274,31156,충청남도 천안시 서북구 불당33길 24 3층 303호 (불당동),
314,가지런S치과의원,치과의원,02-2603-2879,07715,"서울특별시 강서구 화곡로 142 (화곡동, 메가박스)",http://www.gajirun.net/
315,가지런e류치과교정과치과의원,치과의원,062-262-7528,61194,광주광역시 북구 서방로 89 503호 (우산동),http://www.gajirun-e.kr
316,가지런e치과교정과치과의원,치과의원,062-368-1133,61962,광주광역시 서구 상무중앙로 7 상무타워 3층 302호 (치평동),
317,가지런e치과의원,치과의원,749-1133,63098,"제주특별자치도 제주시 도령로 21 (노형동, 동인빌딩)",
318,가지런이 치과교정과 치과의원,치과의원,061-334-2828,58325,"전라남도 나주시 빛가람로 676 씨티원 빌딩 305,306호 (빛가람동)",
319,가지런이 치과교정과 치과의원,치과의원,031-868-2828,11346,"경기도 동두천시 지행로 53 301,302호 (지행동)",http://www.gajirune.com
320,가지런이치과교정과치과의원,치과의원,055-772-6072,52703,경상남도 진주시 새평거로 129 4층 (평거동),
321,가지런이치과교정과치과의원,치과의원,042-488-9075,35234,"대전광역시 서구 대덕대로 194 4층 401호 (둔산동, 백마빌딩)",
322,가지런이치과교정과치과의원,치과의원,277-2879,54966,전라북도 전주시 완산구 홍산로 253 (효자동2가),
323,가지런이치과교정과치과의원,치과의원,063-731-2228,54091,"전라북도 군산시 월명로 248 2층층 (수송동, 성보빌딩)",
324,가지런이치과교정과치과의원,치과의원,053-255-2885,41940,대구광역시 중구 달구벌대로 2163 4층 (삼덕동2가),
325,가지런이치과의원,치과의원,061-741-2275,57995,전라남도 순천시 순천만정원로 86 3층 (풍덕동),
326,가지런이치과의원,치과의원,02-541-5228,06536,서울특별시 서초구 사평대로57길 54 3층 (반포동),http://www.gajirun.com/
327,가지런이치과의원,치과의원,02-2066-2879,08328,서울특별시 구로구 남부순환로97길 3 (개봉동),
328,가지런이치과의원,치과의원,051-853-2233,47524,부산광역시 연제구 중앙대로 1131 6층 (연산동),http://www.gajiruni.com
329,가지런이치과의원,치과의원,042-934-2879,34019,대전광역시 유성구 관평2로 52 3층 (관평동),
330,가지런한S치과의원,치과의원,031-986-6030,10108,"경기도 김포시 김포대로 859 602호 (사우동, 하나메디컬센타)",
331,가지런한이연합치과교정과치과의원,치과의원,054-277-7428,37780,경상북도 포항시 북구 중흥로 206 (죽도동),
332,가지런한치과교정과치과의원,치과의원,02-386-0303,03461,서울특별시 은평구 은평로 121 11층 (응암동),
333,가창스마일치과의원,치과의원,053-755-7528,42934,대구광역시 달성군 가창면 가창로 1094 (가창면),
334,가치과의원,치과의원,02-414-8370,05633,서울특별시 송파구 백제고분로48길 27 3층 (방이동),http://
335,가톨릭관동대학교 국제성모병원,종합병원,032-1600-8291,22711,인천광역시 서구 심곡로100번길 25-0 인천국제성모병원,http://www.ish.or.kr
